frozenset([u'    i slightly prob']),frozenset([u'    i priority 1']),1.0654008438818565
frozenset([u'    i convenient 1']),frozenset([u'    i convenient']),1.0
frozenset([u'    i convenient']),frozenset([u'    i convenient 1']),1.0
frozenset([u'    i nonprob']),frozenset([u'    i not recom 1']),1.0
frozenset([u'    i not recom 1']),frozenset([u'    i nonprob']),1.0
frozenset([u'    i inconv']),frozenset([u'    i less proper']),1.0
frozenset([u'    i less proper']),frozenset([u'    i inconv']),1.0
frozenset([u'    i spec prior']),frozenset([u'    i inconv']),1.082096933728981
frozenset([u'    i inconv']),frozenset([u'    i spec prior']),1.082096933728981
frozenset([u'    i problematic']),frozenset([u'    i critical 1']),1.0
frozenset([u'    i critical 1']),frozenset([u'    i problematic']),1.0
frozenset([u'    i convenient']),frozenset([u'    i nonprob']),1.0
frozenset([u'    i nonprob']),frozenset([u'    i convenient']),1.0
frozenset([u'    i inconv']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i not recom']),"frozenset([u'    i inconv', u'    i not recom 1'])",3.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i inconv'])",3.0
frozenset([u'    i not recom 1']),"frozenset([u'    i less conv', u'    i not recom'])",3.0
frozenset([u'    i not recom']),"frozenset([u'    i less conv', u'    i not recom 1'])",3.0
frozenset([u'    i less conv']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i nonprob']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i not recom']),"frozenset([u'    i nonprob', u'    i not recom 1'])",3.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i nonprob'])",3.0
frozenset([u'    i critical 1']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i critical 1'])",3.0
frozenset([u'    i not recom']),"frozenset([u'    i not recom 1', u'    i critical 1'])",3.0
frozenset([u'    i spec prior']),"frozenset([u'    i priority', u'    i inconv'])",1.9406528189910979
frozenset([u'    i inconv']),"frozenset([u'    i priority', u'    i spec prior'])",1.0608272506082725
frozenset([u'    i priority']),"frozenset([u'    i inconv', u'    i spec prior'])",1.7934186471663622
frozenset([u'    i convenient']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i not recom']),"frozenset([u'    i convenient', u'    i not recom 1'])",3.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i convenient'])",3.0
frozenset([u'    i problematic']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i problematic'])",3.0
frozenset([u'    i not recom']),"frozenset([u'    i not recom 1', u'    i problematic'])",3.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i pretentious'])",3.0
frozenset([u'    i not recom']),"frozenset([u'    i not recom 1', u'    i pretentious'])",3.0
frozenset([u'    i pretentious']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i convenient 1']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i convenient 1'])",3.0
frozenset([u'    i not recom']),"frozenset([u'    i not recom 1', u'    i convenient 1'])",3.0
frozenset([u'    i slightly prob']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i slightly prob'])",3.0
frozenset([u'    i not recom']),"frozenset([u'    i slightly prob', u'    i not recom 1'])",3.0
frozenset([u'    i not recom 1']),"frozenset([u'    i not recom', u'    i usual'])",3.0
frozenset([u'    i not recom']),"frozenset([u'    i not recom 1', u'    i usual'])",3.0
frozenset([u'    i usual']),"frozenset([u'    i not recom', u'    i not recom 1'])",1.0
